quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
283/2	0.5	36	36	3/8	3/8	4/4	2	1	V7(4)		C	I	V	V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
142	1.0	36	36	1/2	1/2	4/4	2	1	viio65/V		C	I	V	viio65/V	vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
143	0.5	36	36	3/4	3/4	4/4	2	1	vii%2		C	I	V	vii%2	vii	%	2					%7	0	0	3, 5, 2, -1		5	3
287/2	0.25	36	36	7/8	7/8	4/4	2	1	vii%43/V		C	I	V	vii%43/V	vii	%	43		V			%7	0	0	0, 4, 6, 3		6	0
575/4	0.25	36	36	15/16	15/16	4/4	2	1	viio65/V		C	I	V	viio65/V	vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
144	0.25	37	37	0	0	4/4	2	1	V7(4)		C	I	V	V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
577/4	1.25	37	37	1/16	1/16	4/4	2	1	V7		C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
291/2	0.5	37	37	3/8	3/8	4/4	2	1	#viio43/ii		C	I	V	#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
146	0.25	37	37	1/2	1/2	4/4	2	1	V7(13)		C	I	V	V7(13)	V		7	13				Mm7	0	0	1, 5, 2, -1	4	1	1
585/4	1.25	37	37	9/16	9/16	4/4	2	1	V7		C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
295/2	0.5	37	37	7/8	7/8	4/4	2	1	viio2/V		C	I	V	viio2/V	vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
148	11.0	38	38	0	0	4/4	2	1	V7(9)]\\		C	I	V	V7(9)	V		7	9			\\	Mm7	0	0	1, 5, 2, -1	3	1	1
159	2.0	40	40	3/4	3/4	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
161	1.0	41	41	1/4	1/4	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
162	1.0	41	41	1/2	1/2	4/4	2	1	vi		C	I		vi	vi							m	0	0	3, 0, 4		3	3
163	1.0	41	41	3/4	3/4	4/4	2	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
164	1.0	42	42	0	0	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
165	1.0	42	42	1/4	1/4	4/4	2	1	I(64)		C	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
166	3.0	42	42	1/2	1/2	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
169	1.0	43	43	1/4	1/4	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
170	1.0	43	43	1/2	1/2	4/4	2	1	vi		C	I		vi	vi							m	0	0	3, 0, 4		3	3
171	1.0	43	43	3/4	3/4	4/4	2	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
172	1.0	44	44	0	0	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
173	1.0	44	44	1/4	1/4	4/4	2	1	I(64)		C	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
174	1.0	44	44	1/2	1/2	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
175	2.0	44	44	3/4	3/4	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
177	1.0	45	45	1/4	1/4	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
178	1.0	45	45	1/2	1/2	4/4	2	1	vi		C	I		vi	vi							m	0	0	3, 0, 4		3	3
179	1.0	45	45	3/4	3/4	4/4	2	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
180	1.0	46	46	0	0	4/4	2	1	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
181	1.0	46	46	1/4	1/4	4/4	2	1	V7/vi		C	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
182	1.0	46	46	1/2	1/2	4/4	2	1	vi		C	I		vi	vi							m	0	0	3, 0, 4		3	3
183	0.5	46	46	3/4	3/4	4/4	2	1	ii6(2)		C	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
367/2	0.5	46	46	7/8	7/8	4/4	2	1	ii6		C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
184	1.0	47	47	0	0	4/4	2	1	V7(4)		C	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
185	1.0	47	47	1/4	1/4	4/4	2	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
186	2.0	47	47	1/2	1/2	4/4	2	1	V43/V		C	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
188	0.5	48	48	0	0	4/4	2	1	V65(9)		C	I		V65(9)	V		65	9				Mm7	0	0	5, 2, -1, 1	3	1	5
377/2	0.5	48	48	1/8	1/8	4/4	2	1	V65		C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
189	0.5	48	48	1/4	1/4	4/4	2	1	V65(13)		C	I		V65(13)	V		65	13				Mm7	0	0	5, 2, -1, 1	4	1	5
379/2	0.5	48	48	3/8	3/8	4/4	2	1	V65		C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
190	0.5	48	48	1/2	1/2	4/4	2	1	V7(4)		C	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
381/2	0.5	48	48	5/8	5/8	4/4	2	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
191	0.5	48	48	3/4	3/4	4/4	2	1	V(9)		C	I		V(9)	V			9				M	0	0	1, 5, 2	3	1	1
383/2	0.5	48	48	7/8	7/8	4/4	2	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
192	1.0	49	49	0	0	4/4	2	1	I\\		C	I		I	I						\\	M	0	0	0, 4, 1		0	0
193	1.0	49	49	1/4	1/4	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
194	1.0	49	49	1/2	1/2	4/4	2	1	vi		C	I		vi	vi							m	0	0	3, 0, 4		3	3
195	1.0	49	49	3/4	3/4	4/4	2	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
196	1.0	50	50	0	0	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
197	1.0	50	50	1/4	1/4	4/4	2	1	I(64)		C	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
198	3.0	50	50	1/2	1/2	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
201	1.0	51	51	1/4	1/4	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
202	1.0	51	51	1/2	1/2	4/4	2	1	vi		C	I		vi	vi							m	0	0	3, 0, 4		3	3
203	1.0	51	51	3/4	3/4	4/4	2	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
204	1.0	52	52	0	0	4/4	2	1	iii		C	I		iii	iii							m	0	0	4, 1, 5		4	4
205	1.0	52	52	1/4	1/4	4/4	2	1	V7/iii		C	I		V7/iii	V		7		iii			Mm7	0	0	5, 9, 6, 3		5	5
206	1.0	52	52	1/2	1/2	4/4	2	1	iii		C	I		iii	iii							m	0	0	4, 1, 5		4	4
207	2.0	52	52	3/4	3/4	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
209	1.0	53	53	1/4	1/4	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
210	1.0	53	53	1/2	1/2	4/4	2	1	vi		C	I		vi	vi							m	0	0	3, 0, 4		3	3
211	1.0	53	53	3/4	3/4	4/4	2	1	iii		C	I		iii	iii							m	0	0	4, 1, 5		4	4
212	1.0	54	54	0	0	4/4	2	1	V7/V		C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
213	1.0	54	54	1/4	1/4	4/4	2	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
214	1.0	54	54	1/2	1/2	4/4	2	1	vi		C	I		vi	vi							m	0	0	3, 0, 4		3	3
215	0.5	54	54	3/4	3/4	4/4	2	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
431/2	0.5	54	54	7/8	7/8	4/4	2	1	V2		C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
216	1.0	55	55	0	0	4/4	2	1	V+6/vi		C	I		V+6/vi	V	+	6		vi			+	0	0	8, 12, 4		4	8
217	1.0	55	55	1/4	1/4	4/4	2	1	vii%65		C	I		vii%65	vii	%	65					%7	0	0	2, -1, 3, 5		5	2
218	1.0	55	55	1/2	1/2	4/4	2	1	viio7/V		C	I		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
219	1.0	55	55	3/4	3/4	4/4	2	1	V2		C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
220	0.5	56	56	0	0	4/4	2	1	V6(97)		C	I		V6(97)	V		6	97				M	0	0	5, 2, -1	3	1	5
441/2	0.5	56	56	1/8	1/8	4/4	2	1	V6		C	I		V6	V		6					M	0	0	5, 2, 1		1	5
221	1.0	56	56	1/4	1/4	4/4	2	1	vii%65/V		C	I		vii%65/V	vii	%	65		V			%7	0	0	3, 0, 4, 6		6	3
222	1.0	56	56	1/2	1/2	4/4	2	1	V6		C	I		V6	V		6					M	0	0	5, 2, 1		1	5
223	1.0	56	56	3/4	3/4	4/4	2	1	iii7		C	I		iii7	iii		7					mm7	0	0	4, 1, 5, 2		4	4
224	0.5	57	57	0	0	4/4	2	1	vi(4)		C	I		vi(4)	vi			4				m	0	0	3, 2, 4		3	3
449/2	0.5	57	57	1/8	1/8	4/4	2	1	vi		C	I		vi	vi							m	0	0	3, 0, 4		3	3
225	1.0	57	57	1/4	1/4	4/4	2	1	vi6		C	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
226	1.0	57	57	1/2	1/2	4/4	2	1	V(64)/V		C	I		V(64)/V	V			64	V			M	0	0	2, 1, 5		2	2
227	1.0	57	57	3/4	3/4	4/4	2	1	V7/V		C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
228	2.0	58	58	0	0	4/4	2	1	V\\		C	I		V	V						\\	M	0	0	1, 5, 2		1	1
230	2.0	58	58	1/2	1/2	4/4	2	1	V2		C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
232	2.0	59	59	0	0	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
234	1.0	59	59	1/2	1/2	4/4	2	1	IV6(2)		C	I		IV6(2)	IV		6	2				M	0	0	3, 0, 1		-1	3
235	1.0	59	59	3/4	3/4	4/4	2	1	IV6		C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
236	1.5	60	60	0	0	4/4	2	1	V2(6)/ii		C	I		V2(6)/ii	V		2	6	ii			Mm7	0	0	1, 3, 7, -1		3	1
475/2	0.5	60	60	3/8	3/8	4/4	2	1	V2/ii		C	I		V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
238	1.0	60	60	1/2	1/2	4/4	2	1	ii6(2)		C	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
239	0.5	60	60	3/4	3/4	4/4	2	1	vii%43		C	I		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
479/2	0.5	60	60	7/8	7/8	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
240	2.0	61	61	0	0	4/4	2	1	ii7		C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
242	2.0	61	61	1/2	1/2	4/4	2	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
244	2.0	62	62	0	0	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
246	1.5	62	62	1/2	1/2	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
495/2	0.5	62	62	7/8	7/8	4/4	2	1	viio6		C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
248	2.0	63	63	0	0	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
250	1.0	63	63	1/2	1/2	4/4	2	1	IV6(2)		C	I		IV6(2)	IV		6	2				M	0	0	3, 0, 1		-1	3
251	1.0	63	63	3/4	3/4	4/4	2	1	IV6		C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
252	1.5	64	64	0	0	4/4	2	1	V2(6)/ii		C	I		V2(6)/ii	V		2	6	ii			Mm7	0	0	1, 3, 7, -1		3	1
507/2	0.5	64	64	3/8	3/8	4/4	2	1	V2/ii		C	I		V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
254	1.0	64	64	1/2	1/2	4/4	2	1	ii6(2)		C	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
255	0.5	64	64	3/4	3/4	4/4	2	1	vii%43		C	I		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
511/2	0.5	64	64	7/8	7/8	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
256	2.0	65	65	0	0	4/4	2	1	ii7		C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
258	2.0	65	65	1/2	1/2	4/4	2	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
260	2.0	66	66	0	0	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
262	1.5	66	66	1/2	1/2	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
527/2	0.5	66	66	7/8	7/8	4/4	2	1	viio64/V		C	I		viio64/V	vii	o	64		V			o	0	0	0, 6, 3		6	0
264	2.0	67	67	0	0	4/4	2	1	V6		C	I		V6	V		6					M	0	0	5, 2, 1		1	5
266	1.0	67	67	1/2	1/2	4/4	2	1	I(9)		C	I		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
267	1.0	67	67	3/4	3/4	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
268	1.5	68	68	0	0	4/4	2	1	V2(6)/vi		C	I		V2(6)/vi	V		2	6	vi			Mm7	0	0	2, 4, 8, 0		4	2
539/2	0.5	68	68	3/8	3/8	4/4	2	1	V2/vi		C	I		V2/vi	V		2		vi			Mm7	0	0	2, 4, 8, 5		4	2
270	1.0	68	68	1/2	1/2	4/4	2	1	vi6(2)		C	I		vi6(2)	vi		6	2				m	0	0	0, 4, 5		3	0
271	0.5	68	68	3/4	3/4	4/4	2	1	vii%43/V		C	I		vii%43/V	vii	%	43		V			%7	0	0	0, 4, 6, 3		6	0
543/2	0.5	68	68	7/8	7/8	4/4	2	1	V6		C	I		V6	V		6					M	0	0	5, 2, 1		1	5
272	2.0	69	69	0	0	4/4	2	1	vi7		C	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
274	2.0	69	69	1/2	1/2	4/4	2	1	V/V		C	I		V/V	V				V			M	0	0	2, 6, 3		2	2
276	2.0	70	70	0	0	4/4	2	1	V6		C	I		V6	V		6					M	0	0	5, 2, 1		1	5
278	2.0	70	70	1/2	1/2	4/4	2	1	#vii%43/ii		C	I		#vii%43/ii	#vii	%	43		ii			%7	0	0	1, 5, 7, 4		7	1
280	2.0	71	71	0	0	4/4	2	1	V6/V		C	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
282	2.0	71	71	1/2	1/2	4/4	2	1	vii%43		C	I		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
284	1.5	72	72	0	0	4/4	2	1	V7(4)/vi		C	I		V7(4)/vi	V		7	4	vi			Mm7	0	0	4, 3, 5, 2		4	4
571/2	0.5	72	72	3/8	3/8	4/4	2	1	V7/vi		C	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
286	2.0	72	72	1/2	1/2	4/4	2	1	vi7		C	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
288	1.5	73	73	0	0	4/4	2	1	V2(6)/vii		C	I		V2(6)/vii	V		2	6	vii			Mm7	0	0	4, 6, 10, 2		6	4
579/2	0.5	73	73	3/8	3/8	4/4	2	1	V2/vii		C	I		V2/vii	V		2		vii			Mm7	0	0	4, 6, 10, 7		6	4
290	2.0	73	73	1/2	1/2	4/4	2	1	VM7		C	I		VM7	V	M	7					MM7	0	0	1, 5, 2, 6		1	1
292	2.0	74	74	0	0	4/4	2	1	iii7		C	I		iii7	iii		7					mm7	0	0	4, 1, 5, 2		4	4
294	2.0	74	74	1/2	1/2	4/4	2	1	vi7		C	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
296	2.0	75	75	0	0	4/4	2	1	vii%7/V		C	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
298	2.0	75	75	1/2	1/2	4/4	2	1	vii7		C	I		vii7	vii		7					mm7	0	0	5, 2, 6, 3		5	5
300	2.0	76	76	0	0	4/4	2	1	vi7		C	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
302	2.0	76	76	1/2	1/2	4/4	2	1	vii%43/V		C	I		vii%43/V	vii	%	43		V			%7	0	0	0, 4, 6, 3		6	0
304	2.0	77	77	0	0	4/4	2	1	vii%7		C	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
306	2.0	77	77	1/2	1/2	4/4	2	1	vii%65		C	I		vii%65	vii	%	65					%7	0	0	2, -1, 3, 5		5	2
308	2.0	78	78	0	0	4/4	2	1	vii%43/V		C	I		vii%43/V	vii	%	43		V			%7	0	0	0, 4, 6, 3		6	0
310	2.0	78	78	1/2	1/2	4/4	2	1	V65/IV		C	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
312	2.0	79	79	0	0	4/4	2	1	#viio43/vi		C	I		#viio43/vi	#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2
314	2.0	79	79	1/2	1/2	4/4	2	1	V2		C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
316	2.0	80	80	0	0	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
318	1.0	80	80	1/2	1/2	4/4	2	1	IV6(2)		C	I		IV6(2)	IV		6	2				M	0	0	3, 0, 1		-1	3
319	1.0	80	80	3/4	3/4	4/4	2	1	IV6		C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
320	1.0	81	81	0	0	4/4	2	1	V2(6)/ii		C	I		V2(6)/ii	V		2	6	ii			Mm7	0	0	1, 3, 7, -1		3	1
321	1.0	81	81	1/4	1/4	4/4	2	1	V2/ii		C	I		V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
322	1.0	81	81	1/2	1/2	4/4	2	1	ii6(2)		C	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
323	1.0	81	81	3/4	3/4	4/4	2	1	vii%43		C	I		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
324	2.0	82	82	0	0	4/4	2	1	ii7		C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
326	2.0	82	82	1/2	1/2	4/4	2	1	V7(9)		C	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
328	2.0	83	83	0	0	4/4	2	1	IM7		C	I		IM7	I	M	7					MM7	0	0	0, 4, 1, 5		0	0
330	2.0	83	83	1/2	1/2	4/4	2	1	IV+(9)		C	I		IV+(9)	IV	+		9				+	0	0	-1, 3, 7	1	-1	-1
332	2.0	84	84	0	0	4/4	2	1	vii%7		C	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
334	2.0	84	84	1/2	1/2	4/4	2	1	V7/vi		C	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
336	1.0	85	85	0	0	4/4	2	1	IVM7(4)		C	I		IVM7(4)	IV	M	7	4				MM7	0	0	-1, 5, 0, 4		-1	-1
337	1.0	85	85	1/4	1/4	4/4	2	1	IVM7		C	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
338	1.0	85	85	1/2	1/2	4/4	2	1	#viio65/iii		C	I		#viio65/iii	#vii	o	65		iii			o7	0	0	6, 3, 0, 9		9	6
339	0.5	85	85	3/4	3/4	4/4	2	1	iii6		C	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
679/2	0.5	85	85	7/8	7/8	4/4	2	1	viio6/V		C	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
340	0.5	86	86	0	0	4/4	2	1	V65		C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
681/2	0.5	86	86	1/8	1/8	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
341	0.5	86	86	1/4	1/4	4/4	2	1	#vii%7/ii		C	I		#vii%7/ii	#vii	%	7		ii			%7	0	0	7, 4, 1, 5		7	7
683/2	0.5	86	86	3/8	3/8	4/4	2	1	#viio7/ii		C	I		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
342	0.5	86	86	1/2	1/2	4/4	2	1	ii(4)		C	I		ii(4)	ii			4				m	0	0	2, 1, 3		2	2
685/2	0.5	86	86	5/8	5/8	4/4	2	1	ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
343	0.5	86	86	3/4	3/4	4/4	2	1	V(6)/vi		C	I		V(6)/vi	V			6	vi			M	0	0	4, 8, 0		4	4
687/2	0.5	86	86	7/8	7/8	4/4	2	1	ii65		C	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
344	1.0	87	87	0	0	4/4	2	1	V[I6		C	I	V	I6	I		6					M	0	0	4, 1, 0		0	4
345	1.0	87	87	1/4	1/4	4/4	2	1	V65/iii		C	I	V	V65/iii	V		65		iii			Mm7	0	0	9, 6, 3, 5		5	9
346	1.0	87	87	1/2	1/2	4/4	2	1	viio6		C	I	V	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
347	0.5	87	87	3/4	3/4	4/4	2	1	#vii%7/ii		C	I	V	#vii%7/ii	#vii	%	7		ii			%7	0	0	7, 4, 1, 5		7	7
695/2	0.5	87	87	7/8	7/8	4/4	2	1	viio6		C	I	V	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
348	2.0	88	88	0	0	4/4	2	1	vii%43		C	I	V	vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
350	1.0	88	88	1/2	1/2	4/4	2	1	iii		C	I	V	iii	iii							m	0	0	4, 1, 5		4	4
351	1.0	88	88	3/4	3/4	4/4	2	1	viio6]		C	I	V	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
352	1.0	89	89	0	0	4/4	2	1	vi7		C	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
353	1.0	89	89	1/4	1/4	4/4	2	1	viio65/V		C	I		viio65/V	vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
354	1.0	89	89	1/2	1/2	4/4	2	1	ii43		C	I		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3
355	0.5	89	89	3/4	3/4	4/4	2	1	V(b10)/ii		C	I		V(b10)/ii	V			b10	ii			M	0	0	3, 7, 4	0	3	3
711/2	0.5	89	89	7/8	7/8	4/4	2	1	ii43		C	I		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3
356	1.0	90	90	0	0	4/4	2	1	V7(96)		C	I		V7(96)	V		7	96				Mm7	0	0	1, 5, 4, -1	3	1	1
357	0.5	90	90	1/4	1/4	4/4	2	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
715/2	0.5	90	90	3/8	3/8	4/4	2	1	IV6		C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
358	0.5	90	90	1/2	1/2	4/4	2	1	viio6(2)		C	I		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
717/2	0.5	90	90	5/8	5/8	4/4	2	1	viio6		C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
359	0.5	90	90	3/4	3/4	4/4	2	1	V(4)		C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
719/2	0.5	90	90	7/8	7/8	4/4	2	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
360	1.0	91	91	0	0	4/4	2	1	vi7		C	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
361	1.0	91	91	1/4	1/4	4/4	2	1	viio7/bVII		C	I		viio7/bVII	vii	o	7		bVII			o7	0	0	3, 0, -3, -6		3	3
362	1.0	91	91	1/2	1/2	4/4	2	1	ii43		C	I		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3
363	0.5	91	91	3/4	3/4	4/4	2	1	viio7/bVII		C	I		viio7/bVII	vii	o	7		bVII			o7	0	0	3, 0, -3, -6		3	3
727/2	0.5	91	91	7/8	7/8	4/4	2	1	vii%7/bVII		C	I		vii%7/bVII	vii	%	7		bVII			%7	0	0	3, 0, -3, 1		3	3
364	1.0	92	92	0	0	4/4	2	1	bVII[V7(4)/bIII		C	I	bVII	V7(4)/bIII	V		7	4	bIII			Mm7	0	0	-2, -3, -1, -4		-2	-2
365	1.0	92	92	1/4	1/4	4/4	2	1	V7/bIII		C	I	bVII	V7/bIII	V		7		bIII			Mm7	0	0	-2, 2, -1, -4		-2	-2
366	1.0	92	92	1/2	1/2	4/4	2	1	viio7/bVII		C	I	bVII	viio7/bVII	vii	o	7		bVII			o7	0	0	3, 0, -3, -6		3	3
367	0.3333333333333144	92	92	3/4	3/4	4/4	2	1	V7(b9)/bIII		C	I	bVII	V7(b9)/bIII	V		7	b9	bIII			Mm7	0	0	-2, 2, -1, -4	-7	-2	-2
1102/3	0.6666666666666856	92	92	5/6	5/6	4/4	2	1	V7/bIII]		C	I	bVII	V7/bIII	V		7		bIII			Mm7	0	0	-2, 2, -1, -4		-2	-2
368	1.0	93	93	0	0	4/4	2	1	i7		C	I		i7	i		7					mm7	0	0	0, -3, 1, -2		0	0
369	1.0	93	93	1/4	1/4	4/4	2	1	viio65/bVII		C	I		viio65/bVII	vii	o	65		bVII			o7	0	0	0, -3, -6, 3		3	0
370	1.0	93	93	1/2	1/2	4/4	2	1	iv43		C	I		iv43	iv		43					mm7	0	0	0, -3, -1, -4		-1	0
371	0.5	93	93	3/4	3/4	4/4	2	1	V(b10)/iv		C	I		V(b10)/iv	V			b10	iv			M	0	0	0, 4, 1	-3	0	0
743/2	0.5	93	93	7/8	7/8	4/4	2	1	iv43		C	I		iv43	iv		43					mm7	0	0	0, -3, -1, -4		-1	0
372	1.0	94	94	0	0	4/4	2	1	V7(96)/bIII		C	I		V7(96)/bIII	V		7	96	bIII			Mm7	0	0	-2, 2, 1, -4	0	-2	-2
373	0.5	94	94	1/4	1/4	4/4	2	1	V7/bIII		C	I		V7/bIII	V		7		bIII			Mm7	0	0	-2, 2, -1, -4		-2	-2
747/2	0.5	94	94	3/8	3/8	4/4	2	1	bVI6		C	I		bVI6	bVI		6					M	0	0	0, -3, -4		-4	0
374	0.5	94	94	1/2	1/2	4/4	2	1	viio6(2)/bIII		C	I		viio6(2)/bIII	vii	o	6	2	bIII			o	0	0	-1, -4, -3		2	-1
749/2	0.5	94	94	5/8	5/8	4/4	2	1	viio6/bIII		C	I		viio6/bIII	vii	o	6		bIII			o	0	0	-1, -4, 2		2	-1
